rank,name,title,status,commits,description,last_updated,last_checked,builder,has_screenshots,has_icon,has_prompts,prompt_count,repo_url,landing_url,categories
,task-decomposition-engine,Task Decomposition Engine,Pending,,,,,,,,,,https://github.com/miniapp-factory/task-decomposition-engine,https://task-decomposition-engine.miniapp-factory.marketplace.openxai.network,
867,task-manager,Task Manager,Active,3,Play the slot machine and share your wins!,2025-11-22T19:25:55Z,2025-11-25T18:33:18.439596,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/task-manager,https://task-manager.miniapp-factory.marketplace.openxai.network,"Casino, Social"
845,task-manager-for-traders,Task Manager For Traders,Active,4,A simple task manager for crypto traders to organize daily tasks.,2025-11-21T14:29:16Z,2025-11-25T18:35:30.622157,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/task-manager-for-traders,https://task-manager-for-traders.miniapp-factory.marketplace.openxai.network,Card Game
846,tax-planninghelper,Tax Planninghelper,Active,4,Provides tax-related reminders and guidance.,2025-11-22T08:37:03Z,2025-11-25T18:35:30.622157,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tax-planninghelper,https://tax-planninghelper.miniapp-factory.marketplace.openxai.network,Utility
847,teddi,Teddi,Active,4,A simple 2D game built with the Mini App Factory framework!,2025-11-21T11:40:49Z,2025-11-25T18:35:30.622157,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/teddi,https://teddi.miniapp-factory.marketplace.openxai.network,Game
848,test,Test,Active,4,"A Farcaster Mini App for interactive Web3 quizzes, personality tests, and community quiz creation.",2025-11-20T18:34:42Z,2025-11-25T18:35:30.622157,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/test,https://test.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
323,testermitch,Testermitch,Active,5,Play the classic 2048 game in this mini app.,2025-11-21T03:57:11Z,2025-11-25T18:35:30.622157,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/testermitch,https://testermitch.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
970,tetris,Tetris,Default,1,An AI-powered tool that helps with mini app factory app.,2025-11-22T08:30:40Z,2025-11-26T13:38:44.562365,,Yes,No,No,0,https://github.com/miniapp-factory/tetris,https://tetris.miniapp-factory.marketplace.openxai.network,AI
849,tetris-block,Tetris Block,Active,4,Play the simple Block Grid game.,2025-11-22T17:01:16Z,2025-11-25T18:35:30.622157,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tetris-block,https://tetris-block.miniapp-factory.marketplace.openxai.network,Game
,the-final-witness,The Final Witness,Pending,,,,,,,,,,https://github.com/miniapp-factory/the-final-witness,https://the-final-witness.miniapp-factory.marketplace.openxai.network,
,the-king-thaddues,The King Thaddues,Pending,,,,,,,,,,https://github.com/miniapp-factory/the-king-thaddues,https://the-king-thaddues.miniapp-factory.marketplace.openxai.network,
,the-oracle,The Oracle,Inactive,1,The Oracle mini app on Mini App Factory,2025-11-24T11:15:23Z,2025-11-26T13:38:44.562365,,Yes,Yes,No,0,https://github.com/miniapp-factory/the-oracle,https://the-oracle.miniapp-factory.marketplace.openxai.network,Inactive
,the-perfect-10,The Perfect 10,Inactive,0,The Perfect 10 mini app on Mini App Factory,2025-11-26T13:16:21.732041,2025-11-26T13:38:44.562365,,Yes,Yes,No,0,https://github.com/miniapp-factory/the-perfect-10,https://the-perfect-10.miniapp-factory.marketplace.openxai.network,Inactive
850,the-rice-and-cotton,The Rice And Cotton,Active,4,Find out which animal you are most similar to with our fun quiz!,2025-11-20T18:28:59Z,2025-11-25T18:35:30.622157,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/the-rice-and-cotton,https://the-rice-and-cotton.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
,thefoolchemistrywizard,Thefoolchemistrywizard,Inactive,15,SearchReplaceNoExactMatch: This SEARCH block failed to exactly match lines in mini-app/components/chemistry-wizard.tsx,2025-11-24T15:05:07Z,2025-11-26T13:38:44.562365,,Yes,Yes,Yes,4,https://github.com/miniapp-factory/thefoolchemistrywizard,https://thefoolchemistrywizard.miniapp-factory.marketplace.openxai.network,Inactive
971,tiara,Tiara,Default,1,An AI-powered tool that helps with mini app factory app.,2025-11-22T08:32:44Z,2025-11-26T13:38:44.562365,,Yes,No,No,0,https://github.com/miniapp-factory/tiara,https://tiara.miniapp-factory.marketplace.openxai.network,AI
851,tic-tac-toe-soman,Tic Tac Toe Soman,Active,4,Play a fun tic‑tac‑toe game against an AI!,2025-11-22T11:48:33Z,2025-11-25T18:35:30.622157,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tic-tac-toe-soman,https://tic-tac-toe-soman.miniapp-factory.marketplace.openxai.network,Game
97,tictactoeai,Tictactoeai,Active,4,An app that helps students manage stress and improve study habits.,2025-11-23T03:00:35Z,2025-11-24T17:13:16.323357,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tictactoeai,https://tictactoeai.miniapp-factory.marketplace.openxai.network,Education
271,tiktaktoe,Tiktaktoe,Active,6,Play Tic Tac Toe with AI in a colorful grid!,2025-11-23T00:34:39Z,2025-11-24T23:59:24.860273,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tiktaktoe,https://tiktaktoe.miniapp-factory.marketplace.openxai.network,Game
972,tiktaktok,Tiktaktok,Default,1,An AI-powered tool that helps with mini app factory app.,2025-11-22T08:29:11Z,2025-11-26T13:38:44.562365,,Yes,No,No,0,https://github.com/miniapp-factory/tiktaktok,https://tiktaktok.miniapp-factory.marketplace.openxai.network,AI
852,time-trackingtool,Time Trackingtool,Active,4,Tracks work hours and summarizes productivity.,2025-11-22T04:22:38Z,2025-11-25T18:35:30.622157,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/time-trackingtool,https://time-trackingtool.miniapp-factory.marketplace.openxai.network,Tracker
149,times-2048,Times 2048,Active,9,Play the classic 2048 game in this mini app.,2025-11-22T22:29:18Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,4,https://github.com/miniapp-factory/times-2048,https://times-2048.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
853,tini,Tini,Active,4,"Upload payslips, receipts, and tax forms to get an instant, explainable estimate of tax due or refund across the US, Canada, and Europe.",2025-11-20T19:08:29Z,2025-11-25T18:37:20.865225,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tini,https://tini.miniapp-factory.marketplace.openxai.network,"AI, Game"
32,tiny-frogger,Tiny Frogger,Active,1,Recreate the old classic Frogger Game where the frogs tries to cross over many traffic lanes without being hit by moving cars.,2025-11-24T23:23:39Z,2025-11-24T16:32:08.439488,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tiny-frogger,https://tiny-frogger.miniapp-factory.marketplace.openxai.network,Classic
,to-do-list-app,To Do List App,Pending,,,,,,,,,,https://github.com/miniapp-factory/to-do-list-app,https://to-do-list-app.miniapp-factory.marketplace.openxai.network,
854,token-buy-list,Token Buy List,Active,4,Create a simple app that allows users to maintain a personal list of tokens they plan to buy.,2025-11-21T18:18:29Z,2025-11-25T18:37:20.865225,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/token-buy-list,https://token-buy-list.miniapp-factory.marketplace.openxai.network,Game
855,token-comparison-notes,Token Comparison Notes,Active,4,"Create a simple app that allows users to manually compare two tokens by writing notes about their differences, strengths, or weaknesses.",2025-11-22T09:16:02Z,2025-11-25T18:37:20.865225,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/token-comparison-notes,https://token-comparison-notes.miniapp-factory.marketplace.openxai.network,Game
856,token-market-place,Token Market Place,Active,4,A token market app that lets you buy and sell your coin.,2025-11-22T20:50:23Z,2025-11-25T18:37:20.865225,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/token-market-place,https://token-market-place.miniapp-factory.marketplace.openxai.network,Crypto
857,token-priority-list,Token Priority List,Active,4,A simple app to organize tokens by priority.,2025-11-21T13:56:21Z,2025-11-25T18:37:20.865225,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/token-priority-list,https://token-priority-list.miniapp-factory.marketplace.openxai.network,Card Game
858,token-ranking-list,Token Ranking List,Active,4,"A decentralized application for DAO governance, voting, treasury, roles, and community engagement.",2025-11-22T21:22:45Z,2025-11-25T18:37:20.865225,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/token-ranking-list,https://token-ranking-list.miniapp-factory.marketplace.openxai.network,"Crypto, Social"
859,token-social-boost-detector,Token Social Boost Detector,Active,4,Token Social Boost Detector is a Mini App that tracks sudden spikes in social media activity around specific cryptocurrencies.,2025-11-22T12:56:45Z,2025-11-25T18:37:20.865225,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/token-social-boost-detector,https://token-social-boost-detector.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Social, Tracker, Trading"
860,token-supply-overview,Token Supply Overview,Active,4,Mini App Name: Token Supply Overview Description: Token Supply Overview provides users with a simple view of the supply metrics.,2025-11-21T13:23:09Z,2025-11-25T18:37:20.865225,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/token-supply-overview,https://token-supply-overview.miniapp-factory.marketplace.openxai.network,"Education, Game, Language Learning"
861,token-transaction-clustering-detector,Token Transaction Clustering Detector,Active,4,"Token Transaction Clustering Detector is a Mini App that identifies clusters of token transactions on-chain, revealing patterns of coordinated...",2025-11-22T20:37:17Z,2025-11-25T18:37:20.865225,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/token-transaction-clustering-detector,https://token-transaction-clustering-detector.miniapp-factory.marketplace.openxai.network,Game
862,token-whale-exit-alert,Token Whale Exit Alert,Active,4,Token Whale Exit Alert is a Mini App that monitors large token withdrawals from centralized exchanges and tracks whale movements on-chain.,2025-11-22T12:38:06Z,2025-11-25T18:37:20.865225,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/token-whale-exit-alert,https://token-whale-exit-alert.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Portfolio, Tracker, Trading"
863,tokenairdrop,Tokenairdrop,Active,4,"Token Airdrop Reminder helps users stay updated on upcoming airdrops, eligibility deadlines, snapshot dates, and claim periods.",2025-11-21T07:21:04Z,2025-11-25T18:37:20.865225,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokenairdrop,https://tokenairdrop.miniapp-factory.marketplace.openxai.network,Game
156,tokenanalyzer,Tokenanalyzer,Active,4,"Fast analysis of new, small-cap, or lesser-known tokens.",2025-11-20T16:41:10Z,2025-11-24T13:44:40.076054,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokenanalyzer,https://tokenanalyzer.miniapp-factory.marketplace.openxai.network,Game
157,tokenburn,Tokenburn,Active,4,Token Burn Tracker is a Mini App that monitors token burn events across multiple blockchain projects.,2025-11-20T19:30:48Z,2025-11-24T13:44:39.730636,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokenburn,https://tokenburn.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Tracker, Trading"
158,tokenbuybackmonitor,Tokenbuybackmonitor,Active,4,Token Buyback Monitor is a Mini App that tracks real-time and scheduled token buyback programs across crypto projects.,2025-11-22T17:38:07Z,2025-11-24T13:44:39.093278,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokenbuybackmonitor,https://tokenbuybackmonitor.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, DeFi, Tracker, Trading"
159,tokencountdown,Tokencountdown,Active,4,Token Countdown Timer helps users track important upcoming events for their favorite tokens.,2025-11-21T10:57:01Z,2025-11-24T13:44:38.648344,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokencountdown,https://tokencountdown.miniapp-factory.marketplace.openxai.network,Game
160,tokendormantsupplydetector,Tokendormantsupplydetector,Active,4,Token Dormant Supply Detector is a Mini App that tracks long-inactive token holdings across blockchain networks and identifies when dormant wallets...,2025-11-22T19:13:39Z,2025-11-24T13:44:49.202172,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokendormantsupplydetector,https://tokendormantsupplydetector.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Portfolio, Tracker, Trading"
161,tokengovernancepowermonitor,Tokengovernancepowermonitor,Active,4,Token Governance Power Monitor is a Mini App that tracks the governance voting power of tokens across multiple DAOs and DeFi protocols.,2025-11-22T15:53:42Z,2025-11-24T13:44:49.256372,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokengovernancepowermonitor,https://tokengovernancepowermonitor.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, DeFi, Tracker"
162,tokenholderdistribution,Tokenholderdistribution,Active,4,Token Holder Distribution Analyzer provides insights into the ownership structure of any token.,2025-11-20T21:49:06Z,2025-11-24T13:44:50.217320,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokenholderdistribution,https://tokenholderdistribution.miniapp-factory.marketplace.openxai.network,Game
163,tokeninflationtracker,Tokeninflationtracker,Active,4,"Token Inflation Tracker monitors inflation rates of cryptocurrencies in real-time, providing insights into token emissions, unlock schedules, and...",2025-11-21T06:52:17Z,2025-11-24T13:44:50.375506,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokeninflationtracker,https://tokeninflationtracker.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, DeFi, Tracker, Trading"
164,tokenlaunchmonitor,Tokenlaunchmonitor,Active,4,Token Launch Monitor is a Mini App that tracks upcoming and newly launched cryptocurrency tokens across multiple networks.,2025-11-20T19:32:42Z,2025-11-24T13:44:59.136746,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokenlaunchmonitor,https://tokenlaunchmonitor.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Tracker"
165,tokenlockup,Tokenlockup,Active,4,Token Lockup Countdown helps crypto holders keep track of token lockup periods and unlock schedules.,2025-11-20T20:55:48Z,2025-11-24T13:44:59.332327,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokenlockup,https://tokenlockup.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, DeFi, Portfolio, Tracker"
166,tokenprice,Tokenprice,Active,4,Token Price Alert is a Mini App that provides real-time notifications for cryptocurrency price movements.,2025-11-20T17:46:10Z,2025-11-24T13:45:00.156161,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokenprice,https://tokenprice.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Tracker, Trading"
167,tokenrefundactivitymonitor,Tokenrefundactivitymonitor,Active,4,"Token Refund Activity Monitor is a Mini App that tracks refund-related transactions across token sales, presales, and protocol reimbursement events.",2025-11-22T20:09:09Z,2025-11-24T13:45:00.388972,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokenrefundactivitymonitor,https://tokenrefundactivitymonitor.miniapp-factory.marketplace.openxai.network,"Fitness, Game, Health, Social"
946,tokensniper,Tokensniper,Default,2,Scans newly created tokens on the Base network.,2025-11-20T16:03:07Z,2025-11-24T13:45:08.509539,,Yes,No,Yes,1,https://github.com/miniapp-factory/tokensniper,https://tokensniper.miniapp-factory.marketplace.openxai.network,"Game, Social"
137,tokenstats,Tokenstats,Active,5,"Displays token price, market cap, and 24h change.",2025-11-20T16:22:33Z,2025-11-24T13:45:09.492966,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokenstats,https://tokenstats.miniapp-factory.marketplace.openxai.network,Game
168,tokensupplyshockdetector,Tokensupplyshockdetector,Active,4,"Token Supply Shock Detector is a Mini App that monitors large upcoming token emissions, unlocks, or burn events that may significantly impact token...",2025-11-22T16:53:29Z,2025-11-24T13:45:09.833548,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokensupplyshockdetector,https://tokensupplyshockdetector.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Finance, Tracker, Trading"
169,tokenswap,Tokenswap,Active,4,Token Swap Optimizer helps crypto users find the most efficient swaps across multiple DEXs.,2025-11-20T21:18:42Z,2025-11-24T13:45:10.047535,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokenswap,https://tokenswap.miniapp-factory.marketplace.openxai.network,Platformer
170,tokenswaphelper,Tokenswaphelper,Active,4,Token Swap Helper is a Mini App that simplifies cryptocurrency swaps across different networks.,2025-11-20T17:10:34Z,2025-11-24T13:45:18.516282,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/tokenswaphelper,https://tokenswaphelper.miniapp-factory.marketplace.openxai.network,Game
